Order Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Profit
2016-05-09,Second Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,10.368,2,3.7584
2016-05-09,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,192.16,4,92.2368
2016-05-09,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Storage,93.456,3,-17.523
2016-05-09,Standard Class,Consumer,United States,Chesapeake,Virginia,South,Office Supplies,Labels,25.06,2,11.7782
2016-05-09,Standard Class,Consumer,United States,Chesapeake,Virginia,South,Furniture,Tables,1652.94,3,314.0586
2016-05-09,Second Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Paper,9.248,2,3.3524
2016-05-09,Standard Class,Consumer,United States,Lancaster,Ohio,East,Office Supplies,Binders,8.952,2,-7.46
2016-05-09,Standard Class,Consumer,United States,Lancaster,Ohio,East,Office Supplies,Binders,8.856,6,-6.4944
2016-05-09,Standard Class,Consumer,United States,Lancaster,Ohio,East,Furniture,Chairs,85.246,2,-1.2178
2016-05-09,First Class,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,21.204,3,-11.6622
2016-05-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,58.248,9,11.6496
2016-05-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,71.246,2,-19.3382
2016-05-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,7.872,3,0.5904
2016-05-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,887.271,3,-63.3765
2016-05-09,First Class,Corporate,United States,New York City,New York,East,Technology,Phones,43.6,4,12.208
2016-05-11,Standard Class,Home Office,United States,San Jose,California,West,Office Supplies,Binders,29.12,5,9.828
2016-05-11,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,23.988,2,-15.992
2016-05-11,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Tables,863.128,8,-160.2952
2016-05-11,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,3.564,3,-6.237
2016-05-11,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Bookcases,956.6648,7,-225.0976
2016-05-11,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,12.588,3,-20.1408
2016-05-11,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,171.96,5,45.1395
2016-05-11,Standard Class,Home Office,United States,Lawrence,Indiana,Central,Office Supplies,Binders,104.9,5,50.352
2016-05-11,Standard Class,Home Office,United States,Lawrence,Indiana,Central,Office Supplies,Art,39.68,2,16.2688
2016-05-11,Standard Class,Home Office,United States,Lawrence,Indiana,Central,Office Supplies,Labels,51.75,5,24.84
2016-05-11,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,53.248,2,19.968
2016-05-11,Same Day,Consumer,United States,Laredo,Texas,Central,Office Supplies,Labels,11.84,1,4.44
2016-05-11,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,479.72,4,52.7692
2016-05-11,Second Class,Consumer,United States,San Jose,California,West,Technology,Accessories,72,4,12.96
2016-05-11,Second Class,Consumer,United States,San Jose,California,West,Furniture,Chairs,113.888,2,9.9652
2016-05-11,Second Class,Consumer,United States,San Jose,California,West,Office Supplies,Envelopes,158.13,3,77.4837
2016-05-11,First Class,Consumer,United States,Virginia Beach,Virginia,South,Furniture,Furnishings,273.96,2,71.2296
2016-05-11,First Class,Consumer,United States,Virginia Beach,Virginia,South,Technology,Accessories,89.97,3,18.8937
2016-05-11,First Class,Consumer,United States,Virginia Beach,Virginia,South,Furniture,Furnishings,756.8,5,75.68
2016-05-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,407.976,3,132.5922
2016-05-12,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Technology,Phones,384.45,11,103.8015
2016-05-12,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Technology,Phones,149.97,3,5.9988
2016-05-12,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Furniture,Chairs,1951.84,8,585.552
2016-05-12,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Office Supplies,Binders,171.55,5,80.6285
2016-05-12,First Class,Consumer,United States,Murray,Kentucky,South,Furniture,Furnishings,191.82,3,74.8098
2016-05-12,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,465.18,3,120.9468
2016-05-12,First Class,Corporate,United States,Franklin,Massachusetts,East,Furniture,Bookcases,81.94,1,20.485
2016-05-12,Second Class,Home Office,United States,Washington,District of Columbia,East,Office Supplies,Art,33.92,8,13.2288
2016-05-12,Second Class,Consumer,United States,Georgetown,Kentucky,South,Technology,Phones,699.98,2,195.9944
2016-05-12,Second Class,Consumer,United States,Georgetown,Kentucky,South,Office Supplies,Storage,584.82,9,70.1784
2016-05-12,Second Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Labels,11.952,3,3.8844
2016-05-12,Second Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,3.536,2,0.3094
2016-05-12,Second Class,Corporate,United States,Newark,Delaware,East,Furniture,Furnishings,13.4,1,6.432
2016-05-12,Second Class,Corporate,United States,Newark,Delaware,East,Office Supplies,Paper,4.98,1,2.3406
2016-05-12,Second Class,Corporate,United States,Newark,Delaware,East,Office Supplies,Envelopes,109.69,7,51.5543
2016-06-02,Standard Class,Corporate,United States,Chattanooga,Tennessee,South,Furniture,Furnishings,132.224,4,-18.1808
2016-06-03,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,431.94,2,-71.99
2016-06-03,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.043,1,-1.4982
2016-06-03,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,68.238,3,-12.5103
2016-06-03,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Appliances,2.334,3,-6.3018
2016-06-03,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,1.728,4,-2.7648
2016-06-03,Standard Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,159.04,5,-194.824
2016-06-03,Standard Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,145.98,2,-99.2664
2016-06-04,Standard Class,Home Office,United States,Burlington,Vermont,East,Technology,Phones,1294.75,5,336.635
2016-06-05,Standard Class,Home Office,United States,Lorain,Ohio,East,Office Supplies,Fasteners,7.216,2,1.7138
2016-06-05,Standard Class,Home Office,United States,Lorain,Ohio,East,Office Supplies,Paper,49.568,2,15.49
2016-06-05,Standard Class,Home Office,United States,Lorain,Ohio,East,Furniture,Furnishings,54.712,7,11.6263
2016-06-05,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,3.208,2,-5.2932
2016-06-05,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Accessories,26.176,2,-3.272
2016-06-05,Second Class,Home Office,United States,Springfield,Missouri,Central,Office Supplies,Appliances,54.48,1,15.2544
2016-06-05,Standard Class,Consumer,United States,Bakersfield,California,West,Furniture,Furnishings,41.6,4,14.144
2016-06-06,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,328.224,4,28.7196
2016-06-06,First Class,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Storage,714.3,5,207.147
2016-06-06,Second Class,Corporate,United States,Lowell,Massachusetts,East,Office Supplies,Paper,105.52,4,48.5392
2016-06-06,First Class,Consumer,United States,Little Rock,Arkansas,South,Technology,Accessories,179.94,6,75.5748
2016-06-06,First Class,Consumer,United States,Little Rock,Arkansas,South,Technology,Accessories,26.85,3,5.1015
2016-06-06,First Class,Consumer,United States,Little Rock,Arkansas,South,Technology,Accessories,323.37,3,129.348
2016-06-06,First Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Paper,59.94,3,28.1718
2016-06-06,First Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Binders,64.14,3,30.7872
2016-06-06,First Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Binders,11.67,3,5.6016
2016-06-06,First Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Paper,12.96,2,6.2208
2016-06-06,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Labels,22.05,7,10.584
2016-06-06,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,99.9,5,46.953
2016-06-06,Standard Class,Home Office,United States,Santa Barbara,California,West,Technology,Phones,3023.928,9,226.7946
2016-06-06,Standard Class,Home Office,United States,Santa Barbara,California,West,Technology,Accessories,26.96,2,3.7744
2016-06-06,Standard Class,Home Office,United States,Santa Barbara,California,West,Technology,Phones,477.6,3,161.19
2016-06-06,Standard Class,Consumer,United States,Fairfield,Ohio,East,Furniture,Furnishings,466.32,3,34.974
2016-06-06,Standard Class,Consumer,United States,Fairfield,Ohio,East,Furniture,Furnishings,82.64,2,0
2016-06-08,First Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,70.88,2,33.3136
2016-06-08,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,211.168,4,18.4772
2016-06-08,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,38.34,9,15.7194
2016-06-09,Standard Class,Corporate,United States,Saint Paul,Minnesota,Central,Office Supplies,Appliances,77.88,6,22.5852
2016-06-09,Second Class,Consumer,United States,New York City,New York,East,Technology,Accessories,31.86,2,11.151
2016-06-09,Second Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,722.352,3,90.294
2016-06-09,Standard Class,Consumer,United States,Thomasville,North Carolina,South,Office Supplies,Envelopes,95.952,3,29.985
2016-06-09,Standard Class,Consumer,United States,Thomasville,North Carolina,South,Office Supplies,Binders,3.204,2,-2.4564
2016-06-09,First Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,10.784,1,0.8088
2016-06-09,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Paper,41.92,4,15.196
2016-06-09,Standard Class,Corporate,United States,Dallas,Texas,Central,Technology,Phones,329.584,2,37.0782
2016-06-10,Same Day,Consumer,United States,Tulsa,Oklahoma,Central,Office Supplies,Binders,28.85,5,14.425
2016-06-10,First Class,Home Office,United States,Pueblo,Colorado,West,Technology,Machines,703.71,6,-938.28
2016-06-10,First Class,Home Office,United States,Pueblo,Colorado,West,Office Supplies,Binders,17.904,4,-14.92
2016-06-10,First Class,Home Office,United States,Pueblo,Colorado,West,Office Supplies,Binders,11.976,4,-9.1816
2016-06-10,First Class,Home Office,United States,Pueblo,Colorado,West,Technology,Accessories,67.96,5,0.8495
2016-06-11,Second Class,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,81.424,2,-9.1602
2016-06-11,Second Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,238.56,3,26.2416
2016-06-11,First Class,Corporate,United States,Jacksonville,Florida,South,Furniture,Chairs,207.984,2,-28.5978
2016-06-11,First Class,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Paper,36.112,2,12.6392
2016-06-11,First Class,Corporate,United States,Jacksonville,Florida,South,Furniture,Furnishings,35.568,2,5.7798
2016-06-11,First Class,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Paper,88.768,2,31.0688
2016-06-11,Second Class,Consumer,United States,San Diego,California,West,Office Supplies,Storage,84.84,3,22.9068
2016-06-12,First Class,Corporate,United States,Antioch,California,West,Office Supplies,Paper,19.44,3,9.3312
2016-06-12,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,156.792,1,13.7193
2016-06-12,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,431.976,3,26.9985
2016-06-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Envelopes,35.89,1,16.1505
2016-06-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,47.208,7,15.3426
2016-06-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,248.08,7,116.5976
2016-06-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,189.7,5,89.159
2016-06-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,59.808,3,19.4376
2016-06-12,Standard Class,Corporate,United States,Hempstead,New York,East,Office Supplies,Binders,968.744,7,314.8418
2016-06-12,Standard Class,Corporate,United States,Hempstead,New York,East,Office Supplies,Binders,222.352,13,77.8232
2016-06-12,Standard Class,Corporate,United States,Hempstead,New York,East,Technology,Copiers,479.984,2,89.997
2016-06-12,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,271.96,5,27.196
2016-06-12,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,18.69,7,5.2332
2016-06-12,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,13.36,2,6.4128
2016-06-12,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,249.584,2,31.198
2016-06-12,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Fasteners,13.86,7,0
2016-06-12,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,13.376,4,4.6816
2016-06-12,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,437.472,14,153.1152
2016-07-01,Standard Class,Home Office,United States,Oakland,California,West,Office Supplies,Art,34.58,1,10.0282
2016-07-01,Standard Class,Consumer,United States,Amarillo,Texas,Central,Furniture,Furnishings,23.076,3,-10.9611
2016-07-01,Standard Class,Consumer,United States,Amarillo,Texas,Central,Office Supplies,Paper,25.92,5,9.072
2016-07-02,Same Day,Consumer,United States,Springfield,Virginia,South,Technology,Accessories,100,4,21
2016-07-02,Same Day,Consumer,United States,Springfield,Virginia,South,Office Supplies,Labels,7.83,3,3.6018
2016-07-02,First Class,Consumer,United States,Lancaster,Ohio,East,Office Supplies,Paper,30.352,2,10.6232
2016-07-02,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,623.96,5,38.9975
2016-07-03,Standard Class,Corporate,United States,Fort Worth,Texas,Central,Technology,Phones,21.072,3,1.5804
2016-07-04,First Class,Corporate,United States,San Francisco,California,West,Technology,Copiers,1199.976,3,374.9925
2016-07-04,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Chairs,658.746,3,146.388
2016-07-04,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,3.64,2,0.9828
2016-07-04,First Class,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Paper,37.94,2,18.2112
2016-07-04,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,33.528,3,2.5146
2016-07-04,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,36.744,3,3.6744
2016-07-05,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,85.232,7,30.8966
2016-07-05,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,44.4,3,22.2
2016-07-05,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,442.764,4,59.0352
2016-07-05,Standard Class,Consumer,United States,New York City,New York,East,Technology,Machines,3999.95,5,1159.9855
2016-07-05,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,199.95,5,21.9945
2016-07-05,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,63.68,8,28.0192
2016-07-06,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,32.4,5,15.552
2016-07-06,Standard Class,Home Office,United States,Bakersfield,California,West,Office Supplies,Binders,4.784,1,1.5548
2016-07-06,Standard Class,Home Office,United States,Bakersfield,California,West,Office Supplies,Paper,4.73,1,2.3177
2016-07-06,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,9.648,6,3.4974
2016-07-07,Standard Class,Corporate,United States,Hialeah,Florida,South,Office Supplies,Supplies,45.584,7,5.1282
2016-07-07,Standard Class,Consumer,United States,San Jose,California,West,Furniture,Furnishings,215.65,5,73.321
2016-07-07,Second Class,Corporate,United States,Aurora,Illinois,Central,Furniture,Furnishings,60.288,8,-27.1296
2016-07-07,Second Class,Corporate,United States,Aurora,Illinois,Central,Office Supplies,Fasteners,2.632,1,0.8225
2016-07-07,Second Class,Corporate,United States,Aurora,Illinois,Central,Office Supplies,Paper,23.688,9,7.6986
2016-07-07,Second Class,Corporate,United States,Aurora,Illinois,Central,Furniture,Chairs,253.372,2,-14.4784
2016-07-07,Second Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,287.968,4,-3.5996
2016-07-07,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Copiers,2799.96,5,944.9865
2016-07-07,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,48.94,1,24.47
2016-07-07,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,10.08,2,3.276
2016-07-07,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,59.994,1,-12.9987
2016-07-07,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.715,5,-4.7625
2016-07-07,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,9.42,5,-7.85
2016-07-07,Standard Class,Consumer,United States,Orem,Utah,West,Office Supplies,Paper,12.96,2,6.2208
2016-07-07,Standard Class,Consumer,United States,Orem,Utah,West,Office Supplies,Art,45.98,2,12.8744
2016-07-08,Standard Class,Corporate,United States,Edmonds,Washington,West,Technology,Accessories,179.97,3,86.3856
2016-07-10,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,27.264,2,8.8608
2016-07-10,First Class,Corporate,United States,Spokane,Washington,West,Technology,Machines,837.6,3,62.82
2016-07-10,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,10.56,2,5.0688
2016-07-10,First Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,4.928,2,1.7248
2016-07-10,Standard Class,Consumer,United States,Marysville,Washington,West,Office Supplies,Fasteners,93.36,12,0.9336
2016-07-11,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,27.68,2,9.688
2016-07-11,First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,37.44,4,11.7
2016-07-11,First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,26.976,4,8.7672
2016-07-11,First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Supplies,11.36,2,3.2944
2016-07-11,First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Labels,14.62,2,6.8714
2016-07-11,Standard Class,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,14.82,3,6.2244
2016-07-11,Standard Class,Corporate,United States,Newark,Ohio,East,Technology,Accessories,119.976,3,22.4955
2016-07-11,First Class,Consumer,United States,Lakewood,New Jersey,East,Office Supplies,Fasteners,14.96,4,0.2992
2016-07-11,Standard Class,Home Office,United States,Oceanside,California,West,Office Supplies,Paper,12.9,2,6.321
2016-07-11,Standard Class,Home Office,United States,Cheyenne,Wyoming,West,Furniture,Chairs,1603.136,4,100.196
2016-07-11,First Class,Consumer,United States,Rochester,New York,East,Technology,Phones,263.96,4,71.2692
2016-07-11,First Class,Consumer,United States,Rochester,New York,East,Technology,Phones,359.97,3,100.7916
2016-07-11,First Class,Consumer,United States,Rochester,New York,East,Office Supplies,Paper,12.96,2,6.2208
2016-07-11,First Class,Consumer,United States,Rochester,New York,East,Office Supplies,Storage,116.82,3,5.841
2016-07-11,First Class,Consumer,United States,Rochester,New York,East,Office Supplies,Binders,276.784,2,89.9548
2016-07-11,Standard Class,Consumer,United States,Dallas,Texas,Central,Furniture,Furnishings,44.46,5,-17.784
2016-07-11,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Storage,314.088,3,19.6305
2016-07-11,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,479.97,3,163.1898
2016-07-11,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,57.584,2,20.1544
2016-08-01,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Furniture,Bookcases,1565.88,6,407.1288
2016-08-01,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Office Supplies,Binders,106.05,7,49.8435
2016-08-01,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Office Supplies,Binders,30.828,7,-24.6624
2016-08-01,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Office Supplies,Art,47.616,3,5.952
2016-08-01,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Technology,Phones,108.784,2,10.8784
2016-08-02,Second Class,Home Office,United States,Raleigh,North Carolina,South,Technology,Phones,1127.976,3,126.8973
2016-08-02,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Chairs,241.5,4,0
2016-08-03,Standard Class,Consumer,United States,Miami,Florida,South,Technology,Phones,1363.96,5,85.2475
2016-08-03,Standard Class,Consumer,United States,Miami,Florida,South,Furniture,Furnishings,102.36,3,-3.8385
2016-08-03,Same Day,Consumer,United States,Glendale,Arizona,West,Office Supplies,Binders,9.702,3,-7.1148
2016-08-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,108.576,4,-25.3344
2016-08-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,5.984,2,-1.3464
2016-08-03,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,113.6,8,44.304
2016-08-03,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,12.96,2,6.3504
2016-08-03,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,69.456,2,22.5732
2016-08-03,Standard Class,Home Office,United States,Dallas,Texas,Central,Office Supplies,Binders,8.856,9,-14.1696
2016-08-03,Standard Class,Home Office,United States,Dallas,Texas,Central,Technology,Accessories,27.96,5,8.388
2016-08-03,Standard Class,Home Office,United States,Dallas,Texas,Central,Office Supplies,Envelopes,146.352,3,49.3938
2016-08-03,Standard Class,Corporate,United States,Jackson,Michigan,Central,Office Supplies,Appliances,207.144,3,48.3336
2016-08-03,Standard Class,Corporate,United States,Jackson,Michigan,Central,Office Supplies,Art,13.9,5,3.753
2016-08-04,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,388.704,6,-4.8588
2016-08-04,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Envelopes,8.26,2,3.7996
2016-08-04,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,17.04,4,6.9864
2016-08-04,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,34.4,5,15.824
2016-08-04,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,20.04,3,9.6192
2016-08-04,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,64.96,2,2.5984
2016-08-04,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,12.96,2,6.2208
2016-08-04,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,431.928,9,64.7892
2016-08-04,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,95.984,4,-4.1136
2016-08-04,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,1088.792,4,-1850.9464
2016-08-04,Standard Class,Home Office,United States,Troy,Ohio,East,Office Supplies,Envelopes,8.872,1,3.2161
2016-08-04,Standard Class,Home Office,United States,Troy,Ohio,East,Office Supplies,Binders,121.104,6,-100.92
2016-08-04,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,24.7,5,10.374
2016-08-04,Standard Class,Consumer,United States,Smyrna,Georgia,South,Office Supplies,Envelopes,17.92,4,8.6016
2016-08-04,First Class,Consumer,United States,Columbus,Georgia,South,Furniture,Bookcases,354.9,5,88.725
2016-08-04,Standard Class,Home Office,United States,Hot Springs,Arkansas,South,Office Supplies,Fasteners,30,6,14.4
2016-08-04,Standard Class,Home Office,United States,Hot Springs,Arkansas,South,Office Supplies,Paper,25.92,4,12.7008
2016-08-04,Standard Class,Home Office,United States,Hot Springs,Arkansas,South,Furniture,Furnishings,159.92,4,31.984
2016-08-05,Second Class,Corporate,United States,Dover,Delaware,East,Furniture,Furnishings,211.96,2,42.392
2016-08-05,Same Day,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Storage,1006.056,3,88.0299
2016-08-05,Same Day,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Paper,10.688,2,3.7408
2016-08-05,Same Day,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Paper,10.368,2,3.6288
2016-08-05,Same Day,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Storage,25.12,2,1.57
2016-08-05,Same Day,Consumer,United States,Cleveland,Ohio,East,Technology,Accessories,58.112,2,7.264
2016-08-05,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,17.94,3,8.073
2016-08-07,Second Class,Corporate,United States,Arlington,Texas,Central,Technology,Phones,863.64,9,107.955
2016-08-07,Second Class,Corporate,United States,Arlington,Texas,Central,Office Supplies,Art,47.616,3,3.5712
2016-08-07,Standard Class,Consumer,United States,Broomfield,Colorado,West,Office Supplies,Binders,19.968,2,-13.312
2016-08-07,Standard Class,Consumer,United States,Broomfield,Colorado,West,Office Supplies,Storage,33.488,7,-1.2558
2016-08-07,Standard Class,Consumer,United States,Broomfield,Colorado,West,Office Supplies,Binders,8.736,4,-6.1152
2016-08-07,Standard Class,Consumer,United States,Broomfield,Colorado,West,Furniture,Chairs,662.88,3,74.574
2016-08-07,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,107.984,1,9.4486
2016-08-07,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,19.296,3,6.03
2016-08-07,Same Day,Consumer,United States,Jacksonville,Florida,South,Technology,Phones,823.96,5,51.4975
2016-08-07,Same Day,Consumer,United States,Jacksonville,Florida,South,Office Supplies,Paper,15.984,2,4.995
2016-08-07,Standard Class,Corporate,United States,Providence,Rhode Island,East,Office Supplies,Paper,12.96,2,6.2208
2016-08-08,Second Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Fasteners,11.168,4,3.6296
2016-08-08,Second Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Paper,53.952,3,17.5344
2016-08-08,Standard Class,Home Office,United States,Jackson,Mississippi,South,Office Supplies,Fasteners,23.34,3,0.2334
2016-08-08,Standard Class,Home Office,United States,Los Angeles,California,West,Furniture,Tables,513.024,2,12.8256
2016-08-08,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Appliances,487.92,6,136.6176
2016-08-08,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,15.24,5,5.334
2016-08-08,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,10.56,2,4.752
2016-08-09,Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,35.952,3,3.5952
2016-08-09,Second Class,Consumer,United States,Houston,Texas,Central,Furniture,Bookcases,2396.2656,4,-317.1528
2016-08-09,Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,131.136,4,-32.784
2016-08-09,Second Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,57.584,2,0.7198
2016-08-09,Second Class,Home Office,United States,Lancaster,California,West,Office Supplies,Binders,33.024,2,11.5584
2016-08-09,Second Class,Home Office,United States,Lancaster,California,West,Office Supplies,Binders,67.136,4,23.4976
2016-08-09,Standard Class,Home Office,United States,Malden,Massachusetts,East,Furniture,Bookcases,173.94,3,13.9152
